evidence_id,source,domain,url,title,observed_evidence,classified_model,functional_clarity_1_5,minimalism_1_5,mobile_1_5,reduced_motion_1_5,cms_resilience_1_5,motion_cost_1_5,smyc_fit_1_5,verdict,evidence_confidence,decision_rationale,access_limitation,cohort
429,Codrops,tympanus.net,https://tympanus.net/codrops/2022/06/01/coding-an-infinite-slider-using-texture-recursion-with-three-js/,Coding an Infinite Slider using Texture Recursion with Three.js,A coding session where you’ll learn how to recreate the infinite image slider seen on tismes.com using Three.js.,partial-visible,5,4,4,3,4,2,5,보충 근거,중간,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
430,Codrops,tympanus.net,https://tympanus.net/codrops/2022/01/05/crafting-scroll-based-animations-in-three-js/,Crafting Scroll Based Animations in Three.js,Learn how to create a scroll based animation in WebGL with Three.js.,layered-stack,3,3,2,2,3,5,3,보충 근거,낮음,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
431,Codrops,tympanus.net,https://tympanus.net/codrops/2020/02/05/crafting-a-cutout-collage-layout-with-css-grid-and-clip-path/,Crafting a Cutout Collage Layout with CSS Grid and Clip-path,Learn how to code up an interesting design with a cutout image look using CSS Grid and clip-path.,hidden-offstage,4,5,5,4,5,3,4,보충 근거,중간,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
432,Codrops,tympanus.net,https://tympanus.net/codrops/2020/12/01/crafting-a-scrollable-and-draggable-parallax-slider/,Crafting a Scrollable and Draggable Parallax Slider,A tutorial on how to build a slider with an interesting parallax effect that you can either scroll or drag through.,partial-visible,5,4,4,3,4,2,5,보충 근거,중간,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
433,Codrops,tympanus.net,https://tympanus.net/codrops/2021/08/16/abstract-image-carousel-ogl-glsl-gsap/,"Create an Abstract Image Slideshow with OGL, GLSL, and GSAP",Learn how to create a WebGL-powered image slideshow animated using a single value.,hidden-offstage,4,5,5,4,5,3,4,보충 근거,중간,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
434,Codrops,tympanus.net,https://tympanus.net/codrops/2026/04/08/creating-custom-page-transitions-in-astro-with-barba-js-and-gsap/,Creating Custom Page Transitions in Astro with Barba.js and GSAP,"Follow along as we build page transitions in Astro with Barba.js and GSAP, from the initial setup to a working animated transition flow.",hidden-offstage,4,5,5,4,5,3,4,보충 근거,중간,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
435,Codrops,tympanus.net,https://tympanus.net/codrops/2025/01/15/creating-generative-artwork-with-three-js/,Creating Generative Artwork with Three.js,"Develop a dynamic, generative artwork using Three.js and grid systems, inspired by Lygia Clark’s minimalist geometric designs.",center-only,5,5,5,5,5,1,5,보충 근거,낮음,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
436,Codrops,tympanus.net,https://tympanus.net/codrops/2026/05/21/creating-scroll-driven-svg-map-animations-with-gsap/,Creating Scroll-Driven SVG Map Animations with GSAP,"A tutorial on building cinematic scroll-driven SVG map animations with GSAP using path drawing, motion tracking, and smooth camera movement.",excluded,1,1,1,1,1,3,1,배제,낮음,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
437,Codrops,tympanus.net,https://tympanus.net/codrops/2026/06/04/creating-a-thumbnail-flow-animation-with-gsap-motionpath/,Creating a Thumbnail Flow Animation with GSAP MotionPath,"A creative exploration of GSAP MotionPath, where stacked thumbnails unfold into a flowing image strip through curved trajectories.",layered-stack,3,3,2,2,3,5,3,보충 근거,낮음,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
438,Codrops,tympanus.net,https://tympanus.net/codrops/2022/05/23/creating-an-infinite-distorted-slider-with-pixijs-and-bezier-curves/,Creating an Infinite Distorted Slider with PixiJS and Bézier Curves,A coding session where you’ll learn how to recreate the infinite distorted slider from Yuto Takahashi’s website using PixiJS.,partial-visible,5,4,4,3,4,2,5,보충 근거,중간,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
439,Codrops,tympanus.net,https://tympanus.net/codrops/2026/06/19/creative-entrepreneurship-designing-the-machine/,Creative Entrepreneurship: Designing the Machine,"From freelancer to multi-studio founder, Lewis Webber’s career is built on the idea that taste has to become a system — or it disappears.",excluded,1,1,1,1,1,3,1,배제,낮음,보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음,Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
440,Codrops,tympanus.net,https://tympanus.net/codrops/2019/01/31/custom-cursor-effects/,Custom Cursor Effects,"A collection of five demos and a tutorial on how to create animated custom cursor effects for interactive elements like navigations, galleries and carousels.",partial-visible,5,4,4,3,4,2,5,보충 근거,낮음,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
441,Codrops,tympanus.net,https://tympanus.net/codrops/2024/05/13/design-finds-creative-slideshows/,Design Finds: Creative Slideshows,A small collection of creative slideshow designs and animations.,hidden-offstage,4,5,5,4,5,3,4,보충 근거,중간,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
442,Codrops,tympanus.net,https://tympanus.net/codrops/2025/08/29/designer-spotlight-enrico-gisana/,Design as Rhythm and Rebellion: The Work of Enrico Gisana,"Discover the work of Enrico Gisana, where branding, typography, and motion converge through experimental design.",center-only,5,5,5,5,5,1,5,보충 근거,낮음,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
443,Codrops,tympanus.net,https://tympanus.net/codrops/2025/03/26/design-in-motion-the-animation-principles-behind-green-stack/,Design in Motion: The Animation Principles Behind Green Stack,"A concept-to-site journey in Webflow, shaped by design, dev, and bold animation principles.",layered-stack,3,3,2,2,3,5,3,보충 근거,낮음,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
444,Codrops,tympanus.net,https://tympanus.net/codrops/2025/02/21/designer-spotlight-ivan-gorbunov/,Designer Spotlight: Ivan Gorbunov,"Explore Ivan Gorbunov’s approach to minimalism, creativity, and functional design.",center-only,5,5,5,5,5,1,5,보충 근거,낮음,보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음,Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
445,Codrops,tympanus.net,https://tympanus.net/codrops/2026/06/16/designing-a-better-lou-reducing-cognitive-load-through-design-content-and-systems/,"Designing A Better Lou: Reducing Cognitive Load Through Design, Content, and Systems","A look at the design, content, and development decisions behind A Better Lou, a healthcare platform built to reduce complexity and improve clarity.",excluded,1,1,1,1,1,3,1,배제,낮음,보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음,Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
446,Codrops,tympanus.net,https://tympanus.net/codrops/2026/06/22/designing-beyond-the-surface-how-dashdigital-turns-complexity-into-clarity/,Designing Beyond the Surface: How DashDigital Turns Complexity into Clarity,"Research-led and strategy-driven, DashDigital believes the strongest digital work comes from understanding the problem before creating the solution.",excluded,1,1,1,1,1,3,1,배제,낮음,보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음,Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
447,Codrops,tympanus.net,https://tympanus.net/codrops/2026/05/14/designing-ourselves-the-new-obys-identity-and-website/,Designing Ourselves: The New Obys Identity and Website,"An inside look at the new Obys – from rethinking our identity to building a system where type, motion, and structure work as one, shaping a more precise and consistent experience.",excluded,1,1,1,1,1,3,1,배제,낮음,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
448,Codrops,tympanus.net,https://tympanus.net/codrops/2025/05/30/developer-spotlight-misterprada/,Developer Spotlight: MisterPrada,"A self-taught journey from hacking games to crafting immersive WebGL experiences—with passion, persistence, and a hint of luck.",layered-stack,3,3,2,2,3,5,3,보충 근거,낮음,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
449,Codrops,tympanus.net,https://tympanus.net/codrops/2014/06/26/draggable-dual-view-slideshow/,Draggable Dual-View Slideshow,"An experimental slideshow that is draggable and has two views: fullscreen and small carousel. In fullscreen view, a related content area can be viewed.",hidden-offstage,4,5,5,4,5,3,4,보충 근거,중간,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
450,Codrops,tympanus.net,https://tympanus.net/codrops/2026/01/04/efecto-building-real-time-ascii-and-dithering-effects-with-webgl-shaders/,Efecto: Building Real-Time ASCII and Dithering Effects with WebGL Shaders,An exploration of how classic image algorithms and CRT-era visuals come alive through real-time shaders on the web.,layered-stack,3,3,2,2,3,5,3,보충 근거,낮음,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
451,Codrops,tympanus.net,https://tympanus.net/codrops/2012/10/29/elastislide-revised/,Elastislide Revised,"Elastislide, the responsive image carousel, has been updated and improved. It can be used vertically or horizontally and a minimun number of visible images can be specified.",partial-visible,5,4,4,3,4,2,5,보충 근거,중간,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
452,Codrops,tympanus.net,https://tympanus.net/codrops/2011/09/12/elastislide-responsive-carousel/,Elastislide – A Responsive jQuery Carousel Plugin,Elastislide is a responsive image carousel that will adapt fluidly in a layout. It is a jQuery plugin that can be laid out horizontally or vertically with a pre-defined minimum number of shown images.,partial-visible,5,4,4,3,4,2,5,보충 근거,중간,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
453,Codrops,tympanus.net,https://tympanus.net/codrops/2026/06/26/engineering-the-web-experience-behind-shopifys-spring-26-edition-everywhere/,Engineering the Web Experience Behind Shopify’s Spring ’26 Edition: Everywhere,"A detailed look at the rendering architecture, custom tooling, and performance techniques behind Shopify’s Spring ’26 Edition: Everywhere.",excluded,1,1,1,1,1,3,1,배제,낮음,보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음,Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
454,Codrops,tympanus.net,https://tympanus.net/codrops/2024/01/24/experimental-css-only-carousels-with-scroll-driven-animations/,Experimental CSS-Only Carousels with Scroll-Driven Animations,"Three carousel experiments made with CSS scroll-driven animations, based on Francesco Zagami’s designs.",partial-visible,5,4,4,3,4,2,5,보충 근거,중간,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
455,Codrops,tympanus.net,https://tympanus.net/codrops/2026/05/13/exploring-the-html-in-canvas-proposal/,Exploring the HTML-in-Canvas Proposal,"A look at the HTML-in-Canvas proposal, how it works, and what it enables with a few practical demos.",excluded,1,1,1,1,1,3,1,배제,낮음,보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음,Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
456,Codrops,tympanus.net,https://tympanus.net/codrops/2025/07/29/exploring-the-process-of-building-a-procedural-3d-kitchen-designer-with-three-js/,Exploring the Process of Building a Procedural 3D Kitchen Designer with Three.js,"How procedural modeling and a few smart abstractions can turn complex 3D design into a simple, intuitive web experience.",layered-stack,3,3,2,2,3,5,3,보충 근거,중간,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
457,Codrops,tympanus.net,https://tympanus.net/codrops/2026/06/03/forging-her-own-path-houmahani-kanes-journey-in-creative-development/,Forging Her Own Path: Houmahani Kane’s Journey in Creative Development,"From self-taught beginnings to real client work, I share my journey, key projects, and the challenges that shaped my approach to building interactive experiences.",excluded,1,1,1,1,1,3,1,배제,낮음,보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음,Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
458,Codrops,tympanus.net,https://tympanus.net/codrops/2025/01/27/fractals-to-forests-creating-realistic-3d-trees-with-three-js/,Fractals to Forests – Creating Realistic 3D Trees with Three.js,Discover the algorithms behind EZ-Tree’s use of procedural generation and Three.js to create realistic 3D tree models.,layered-stack,3,3,2,2,3,5,3,보충 근거,중간,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
459,Codrops,tympanus.net,https://tympanus.net/codrops/2015/07/10/freebie-cardio-one-page-website-template/,Freebie: “Cardio” One Page Website Template,A clean and modern one page website template built with Bootstrap. The responsive HTML template has a gym related theme but can be easily fitted to any kind of content.,layered-stack,3,3,2,2,3,5,3,보충 근거,낮음,보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음,Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
460,Codrops,tympanus.net,https://tympanus.net/codrops/2025/10/15/from-blank-canvas-to-mayhem-eloy-benoffis-brutalist-glitchy-portfolio-built-with-webflow-and-gsap/,"From Blank Canvas to Mayhem: Eloy Benoffi’s Brutalist, Glitchy Portfolio Built with Webflow and GSAP","Crafting an unapologetically glitchy web experience that fuses brutalist structure, maximalist energy, ASCII art, and a bold motion design.",center-only,5,5,5,5,5,1,5,보충 근거,낮음,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
461,Codrops,tympanus.net,https://tympanus.net/codrops/2025/12/05/from-illusions-to-optimization-the-creative-webgl-worlds-of-adrian-gubrica/,From Illusions to Optimization: The Creative WebGL Worlds of Adrián Gubrica,"A look at Adrián Gubrica’s journey from design roots to high-performance WebGL, and the creative, technical worlds he’s built along the way.",layered-stack,3,3,2,2,3,5,3,보충 근거,중간,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
462,Codrops,tympanus.net,https://tympanus.net/codrops/2026/07/02/from-years-of-client-work-to-a-next-js-sanity-starter-kit/,From Years of Client Work to a Next.js + Sanity Starter Kit,How years of refining my workflow became a headless foundation other developers can build on.,excluded,1,1,1,1,1,3,1,배제,낮음,보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음,Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
463,Codrops,tympanus.net,https://tympanus.net/codrops/2025/12/12/from-a-single-story-to-countless-worlds-pavel-mazhugas-path-in-creative-development/,From a Single Story to Countless Worlds: Pavel Mazhuga’s Path in Creative Development,Exploring the projects and motivations behind Pavel Mazhuga’s path into advanced 3D experiences on the web.,layered-stack,3,3,2,2,3,5,3,보충 근거,낮음,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
464,Codrops,tympanus.net,https://tympanus.net/codrops/2020/12/08/horizontal-smooth-scroll-layouts/,Horizontal Smooth Scroll Layouts,Some ideas for horizontal smooth scrolling layouts powered by Locomotive Scroll.,partial-visible,5,4,4,3,4,2,5,보충 근거,중간,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
465,Codrops,tympanus.net,https://tympanus.net/codrops/2026/01/05/how-to-create-a-pixel-to-voxel-video-drop-effect-with-three-js-and-rapier/,How to Create a Pixel-to-Voxel Video Drop Effect with Three.js and Rapier,"A tutorial showing how video pixels are voxelized in 3D and dropped into a physics-driven world using Three.js, shaders, and Rapier.",layered-stack,3,3,2,2,3,5,3,보충 근거,낮음,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
466,Codrops,tympanus.net,https://tympanus.net/codrops/2022/11/15/how-to-design-the-ideal-hero-image-for-your-online-portfolio/,How to Design the Ideal Hero Image for Your Online Portfolio,"Making a good impression with your portfolio site starts with your hero image. In this post, we’ll take a look at 6 areas where you can create a hero image that can make your design.",center-only,5,5,5,5,5,1,5,보충 근거,중간,보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음,Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
467,Codrops,tympanus.net,https://tympanus.net/codrops/2023/05/04/ideas-for-grid-to-slideshow-switch-animations/,Ideas for Grid to Slideshow Switch Animations,Some ideas and inspiration for layout animations where we go from an irregular grid to a slideshow or alternative view.,hidden-offstage,4,5,5,4,5,3,4,보충 근거,중간,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
468,Codrops,tympanus.net,https://tympanus.net/codrops/2026/01/07/infinite-canvas-building-a-seamless-pan-anywhere-image-space/,"Infinite Canvas: Building a Seamless, Pan-Anywhere Image Space","Learn how to build an infinite, pannable image canvas with React Three Fiber. We’ll use chunk-based rendering and performance-first techniques to create a smooth, endlessly explorable image space.",partial-visible,5,4,4,3,4,2,5,보충 근거,중간,보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음,Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
469,Codrops,tympanus.net,https://tympanus.net/codrops/2014/05/22/inspiration-for-article-intro-effects/,Inspiration for Article Intro Effects,Some inspiration for effects applied to title headers of articles with a fullscreen image. The idea is to show some creative transition when continuing to the article body.,hidden-offstage,4,5,5,4,5,3,4,보충 근거,낮음,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
470,Codrops,tympanus.net,https://tympanus.net/codrops/2025/10/27/interpol-a-low-level-take-on-tweening-and-motion/,Interpol: A Low-Level Take on Tweening and Motion,"Exploring the design and mechanics of Interpol, a minimal library for low-level, time-based animations.",center-only,5,5,5,5,5,1,5,보충 근거,낮음,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
471,Codrops,tympanus.net,https://tympanus.net/codrops/2026/03/20/jackie-zhangs-portfolio-from-chasing-references-to-finding-direction/,Jackie Zhang’s Portfolio: From Chasing References to Finding Direction,How I stopped chasing references and built a portfolio that actually feels like me.,center-only,5,5,5,5,5,1,5,보충 근거,중간,보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음,Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
472,Codrops,tympanus.net,https://tympanus.net/codrops/2026/03/16/jonas-reymondins-portfolio-reclaiming-the-ui-eye-through-systems-code-and-pixel-motion/,"Jonas Reymondin’s Portfolio: Reclaiming the UI Eye Through Systems, Code, and Pixel Motion",A candid journey through the challenging process of defining my narrative as a creative who cares deeply about both design and engineering.,center-only,5,5,5,5,5,1,5,보충 근거,낮음,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
473,Codrops,tympanus.net,https://tympanus.net/codrops/2025/09/19/lo2s-x-snp-dashdigital-designing-a-website-full-of-movement-and-energy/,LO2S × SNP & DashDigital: Designing a Website Full of Movement and Energy,"The teams at SNP and DashDigital share how they brought the LO2S website to life with motion, interactivity and a focus on performance.",center-only,5,5,5,5,5,1,5,보충 근거,낮음,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
474,Codrops,tympanus.net,https://tympanus.net/codrops/2022/08/03/large-image-to-content-page-transition/,Large Image to Content Page Transition,A simple scroll effect and page transition inspired by Vitalii Burhonskyi’s Dribbble shot.,hidden-offstage,4,5,5,4,5,3,4,보충 근거,중간,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
475,Codrops,tympanus.net,https://tympanus.net/codrops/2025/09/23/lax-space-designing-with-duct-tape-and-everyday-chaos/,Lax Space: Designing With Duct Tape and Everyday Chaos,"Lax Chee invites us behind the scenes of his experimental portfolio, where duct tape, design, and code transform everyday chaos into playful digital experiences.",center-only,5,5,5,5,5,1,5,보충 근거,낮음,보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음,Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
476,Codrops,tympanus.net,https://tympanus.net/codrops/2026/05/11/lemma-studio-building-the-feeling-behind-the-screen/,Le:mma Studio: Building the Feeling Behind the Screen,"Between rhythm, atmosphere, and digital craft, Le:mma Studio explores how the web can feel cinematic, emotional, and deeply human.",excluded,1,1,1,1,1,3,1,배제,낮음,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
477,Codrops,tympanus.net,https://tympanus.net/codrops/2017/01/19/little-fragments-creating-a-simple-image-poster-effect/,Little Fragments: Creating a Simple Image Poster Effect,A tutorial on how to create a simple image effect with little image fragments inspired by some poster art and powered by clip-path.,hidden-offstage,4,5,5,4,5,3,4,보충 근거,낮음,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
478,Codrops,tympanus.net,https://tympanus.net/codrops/2026/04/13/lusion-where-digital-craft-meets-ambitious-experimentation/,Lusion: Where Digital Craft Meets Ambitious Experimentation,"What began with one person teaching himself to make things grew into a creative practice shaped by curiosity, persistence, and the urge to push digital work further.",excluded,1,1,1,1,1,3,1,배제,낮음,보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음,Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
479,Codrops,tympanus.net,https://tympanus.net/codrops/2026/05/20/made-with-gsap-building-a-fun-gravity-based-mouse-trail/,Made With Gsap: Building a Fun Gravity-Based Mouse Trail,A creative GSAP experiment where images cascade from the mouse position and rebound off the bottom of the screen with satisfying motion.,excluded,1,1,1,1,1,3,1,배제,낮음,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
480,Codrops,tympanus.net,https://tympanus.net/codrops/2026/07/16/meet-the-speakers-of-the-first-three-js-conference/,Meet the Speakers of the First Three.js Conference,"Before they take the stage, we asked a handful of speakers to share what they’re building, exploring, and excited to bring to Paris.",excluded,1,1,1,1,1,3,1,배제,낮음,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
481,Codrops,tympanus.net,https://tympanus.net/codrops/2026/05/18/merlin-the-code-boutique-turning-motion-into-digital-magic/,Merlin: The Code Boutique Turning Motion Into Digital Magic,"A code boutique from Amsterdam crafting high-performance digital experiences where motion, technology, and design become one seamless language.",excluded,1,1,1,1,1,3,1,배제,낮음,"부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
482,Codrops,tympanus.net,https://tympanus.net/codrops/2010/07/26/music-portfolio-template/,Music Portfolio Template with HTML5 and jQuery,Today we want to share a music portfolio template with you. The idea is to create an artist portfolio with a discography line up and HTML5 audio player jPlayer. The [&hellip;],center-only,5,5,5,5,5,1,5,보충 근거,중간,"채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용",Codrops 공개 API/본문 초록 관찰 기준; 전체 인터랙션을 재생했다고 주장하지 않음,sources-c-supplement
