"source","url","title","published","observed_evidence","pattern","adopt_or_reject"
"Codrops","https://tympanus.net/codrops/2025/11/26/creating-wavy-infinite-carousels-in-react-three-fiber-with-glsl-shaders/","Creating Wavy Infinite Carousels in React Three Fiber with GLSL Shaders","2025-11-26","Experimenting with infinitely scrolling, wavy 3D carousels in React Three Fiber with smooth scroll-driven distortion effects.","공간 깊이 / 캐러셀 / 모션","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2025/11/27/letting-the-creative-process-shape-a-webgl-portfolio/","Letting the Creative Process Shape a WebGL Portfolio","2025-11-27","Exploring how experimenting with Three.js, React Three Fiber, and GSAP shaped the final experience.","공간 깊이 / 건축·에디토리얼","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2025/11/28/the-geometry-of-movement-a-shopify-powered-digital-tribute-to-raymond-templiers-modernist-vision/","The Geometry of Movement: A Shopify-Powered Digital Tribute to Raymond Templier’s Modernist Vision","2025-11-28","How a custom Shopify experience reimagines Templier’s modernist legacy through motion and refined digital design.","모션","부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
"Codrops","https://tympanus.net/codrops/2025/11/29/building-the-monolith-composable-rendering-systems-for-a-13-scene-webgl-epic/","Building The Monolith: Composable Rendering Systems for a 13-Scene WebGL Epic","2025-11-29","An exploration of how composable materials, particles, and transitions were engineered to bring The Monolith Project’s stylized universe to life.","공간 깊이 / 모션","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2025/12/01/from-a-founders-restless-urge-to-a-rule-breaking-studio-the-unfiltered-creative-evolution-of-zajno/","From a Founder’s Restless Urge to a Rule-Breaking Studio: The Unfiltered Creative Evolution of Zajno","2025-12-01","How one founder’s drive to make “cool sh*t only” sparked a studio culture built on experimentation, attitude, and fearless digital craft.","상호작용 참고","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2025/12/02/two-portfolios-one-process-where-design-motion-and-code-come-together/","Two Portfolios, One Process: Where Design, Motion, and Code Come Together","2025-12-02","An exploration of how design and development come together to transform ideas into motion, shaping two portfolio websites through animation and creative coding.","모션 / 건축·에디토리얼","부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
"Codrops","https://tympanus.net/codrops/2025/12/04/crafting-nature-beyond-technology-a-project-from-roots-to-leaves/","Crafting Nature Beyond Technology: A Project from Roots to Leaves","2025-12-04","A deep dive into how a nature-inspired concept evolved into a polished WebGL experience blending design, animation, and technology.","공간 깊이 / 모션","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2025/12/05/from-illusions-to-optimization-the-creative-webgl-worlds-of-adrian-gubrica/","From Illusions to Optimization: The Creative WebGL Worlds of Adrián Gubrica","2025-12-05","A look at Adrián Gubrica’s journey from design roots to high-performance WebGL, and the creative, technical worlds he’s built along the way.","공간 깊이","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2025/12/08/building-with-perfect-pitch-how-fiddle-digital-composes-high-performance-digital-experiences/","Building With Perfect Pitch: How Fiddle.Digital Composes High-Performance Digital Experiences","2025-12-08","Fiddle.Digital reveals how a trio of specialists and their custom StringTune engine shape fast, immersive, and precisely crafted digital experiences.","마스크·레이어","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2025/12/10/simulating-life-in-the-browser-creating-a-living-particle-system-for-the-untillabs-website/","Simulating Life in the Browser: Creating a Living Particle System for the UntilLabs Website","2025-12-10","Learn how a real photograph was transformed into a living, physics-driven particle system using WebGL, shaders, and data-driven motion for the UntilLabs homepage.","공간 깊이 / 모션","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2025/12/12/from-a-single-story-to-countless-worlds-pavel-mazhugas-path-in-creative-development/","From a Single Story to Countless Worlds: Pavel Mazhuga’s Path in Creative Development","2025-12-12","Exploring the projects and motivations behind Pavel Mazhuga’s path into advanced 3D experiences on the web.","공간 깊이","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2025/12/15/from-basement-to-breakthroughs-inside-the-studio-powering-the-internets-boldest-brands/","From Basement to Breakthroughs: Inside the Studio Powering the Internet’s Boldest Brands","2025-12-15","A look at the studio where branding, engineering, and experimentation collide to shape the web’s next chapter.","상호작용 참고","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2025/12/16/designing-in-the-open-how-community-collaboration-is-shaping-penpots-ai-future/","Designing in the Open: How Community Collaboration Is Shaping Penpot’s AI Future","2025-12-16","Why the next wave of AI-powered design tools will be built collectively — and how Penpot’s MCP Server opens the door.","상호작용 참고","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2025/12/18/spain-collection-evolving-a-luxury-website-into-a-digital-ecosystem/","Spain Collection: Evolving a Luxury Website into a Digital Ecosystem","2025-12-18","An in-depth look at the evolution of Spain Collection’s first website into a more ambitious digital ecosystem, connecting strategy, design, and technology across Spain and Portugal.","상호작용 참고","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2025/12/22/how-to-create-interactive-and-animated-wordpress-websites-in-2026-and-why-it-matters/","How to Create Interactive and Animated WordPress Websites in 2026 And Why It Matters","2025-12-22","The new standard for WordPress design is interactive, animated, and intentional.","상호작용 참고","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2025/12/23/building-a-nostalgic-8-bit-universe-with-modern-tech-a-vibe-coding-journey/","Building a Nostalgic 8-bit Universe with Modern Tech: A Vibe Coding Journey","2025-12-23","A nostalgic 8-bit portfolio experiment built with modern AI workflows and performance-first web tech.","건축·에디토리얼","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2025/12/29/2025-a-very-special-year-in-review/","2025: A Very Special Year in Review","2025-12-29","A look back at the ideas, experiments, and people that shaped a remarkable year at Codrops.","상호작용 참고","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2025/12/29/frequency-breathwork-translating-the-invisible-rhythm-of-breath-into-digital-form/","Frequency Breathwork: Translating the Invisible Rhythm of Breath into Digital Form","2025-12-29","An exploration of how concept, motion, sound, and code came together to create a website that doesn’t just present breathwork, but embodies it.","모션","부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
"Codrops","https://tympanus.net/codrops/2025/12/30/the-increasing-importance-of-psychological-safety-and-self-awareness-for-creative-work/","The Increasing Importance of Psychological Safety and Self-Awareness for Creative Work","2025-12-30","This article dives into how psychological safety and self awareness help creative people take risks, speak honestly, and learn faster, and why that matters more than ever in modern teams.","상호작용 참고","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2026/01/04/efecto-building-real-time-ascii-and-dithering-effects-with-webgl-shaders/","Efecto: Building Real-Time ASCII and Dithering Effects with WebGL Shaders","2026-01-04","An exploration of how classic image algorithms and CRT-era visuals come alive through real-time shaders on the web.","공간 깊이","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2026/01/05/how-to-create-a-pixel-to-voxel-video-drop-effect-with-three-js-and-rapier/","How to Create a Pixel-to-Voxel Video Drop Effect with Three.js and Rapier","2026-01-05","A tutorial showing how video pixels are voxelized in 3D and dropped into a physics-driven world using Three.js, shaders, and Rapier.","공간 깊이","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2026/01/06/best-wordpress-plugins-2026-animation-data-ui/","8 Best WordPress Plugins 2026: Animation, Data UI & Builder","2026-01-06","Discover the best 8 WordPress plugins for 2026 – animation, data UI, maps, grids, forms, builder &#038; booking – to extend your site while keeping pages lean with smart setup.","모션","부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
"Codrops","https://tympanus.net/codrops/2026/01/07/infinite-canvas-building-a-seamless-pan-anywhere-image-space/","Infinite Canvas: Building a Seamless, Pan-Anywhere Image Space","2026-01-07","Learn how to build an infinite, pannable image canvas with React Three Fiber. We’ll use chunk-based rendering and performance-first techniques to create a smooth, endlessly explorable image space.","상호작용 참고","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2026/01/08/from-whats-a-string-to-sites-of-the-day-nathan-dallaires-high-end-web-experiences/","From “What’s a String?” to Sites of the Day: Nathan Dallaire’s High-End Web Experiences","2026-01-08","10 years ago, my brain couldn’t grasp what a string was and it turns out I was overcomplicating everything because code is called “code” (we should rename this).","상호작용 참고","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2026/01/09/the-spark-engineering-an-immersive-story-first-web-experience/","The Spark: Engineering an Immersive, Story-First Web Experience","2026-01-09","An in-depth look at how The Spark was imagined, designed, and engineered as a cinematic, scroll-driven web experience that brings story, motion, sound, and performance together in the browser.","모션","부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
"Codrops","https://tympanus.net/codrops/2026/01/12/obys-design-books-turning-a-reading-list-into-a-tactile-web-library/","Obys’ Design Books: Turning a Reading List Into a Tactile Web Library","2026-01-12","A case study on how Obys turned book recommendations into a tactile, animated web library.","상호작용 참고","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2026/01/13/best-wordpress-themes-for-designers-2026/","8 Best WordPress Themes for Designers (2026): Fast Builds, Clean UI","2026-01-13","Compare the 8 best WordPress themes for designers in 2026—fast builds, clean UI, dependable updates, and WooCommerce depth for reliable, high-performance sites.","상호작용 참고","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2026/01/14/a-site-for-sore-eyes-combining-gsap-and-webflow-to-showcase-flim/","A Site for Sore Eyes: Combining GSAP and Webflow to Showcase Flim","2026-01-14","A deep dive into how Flim was built, breaking down the animations, interactions, and technical decisions behind a GSAP-powered Webflow experience.","모션","부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
"Codrops","https://tympanus.net/codrops/2026/01/15/building-a-scroll-driven-dual-wave-text-animation-with-gsap/","Building a Scroll-Driven Dual-Wave Text Animation with GSAP","2026-01-15","Learn how to create smooth, opposing wave text animations across dual columns with scroll-driven sine wave mathematics and synchronized image updates.","모션","부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
"Codrops","https://tympanus.net/codrops/2026/01/19/naked-city-films-designing-and-building-a-website-that-refuses-to-stand-still/","Naked City Films: Designing and Building a Website That Refuses to Stand Still","2026-01-19","A behind-the-scenes look at how restraint, rhythm, and custom technical systems shaped a website that behaves with the same confidence and control as the films it represents.","상호작용 참고","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2026/01/20/animating-responsive-grid-layout-transitions-with-gsap-flip/","Animating Responsive Grid Layout Transitions with GSAP Flip","2026-01-20","We’ll explore how to use GSAP’s Flip plugin to animate dynamic grid layout changes, showing how grid items can resize and rearrange fluidly.","모션 / 건축·에디토리얼","부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
"Codrops","https://tympanus.net/codrops/2026/01/22/from-design-first-to-motion-driven-dylan-brouwers-journey-into-the-no-code-frontier/","From Design-First to Motion-Driven: Dylan Brouwer’s Journey into the No-Code Frontier","2026-01-22","A look at how Dylan blends visual design, UX, and motion to build expressive, experience-rich websites, powered by tools like Webflow, GSAP, and curiosity.","모션","부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
"Codrops","https://tympanus.net/codrops/2026/01/27/top-web-design-tools-2026/","12 Top Web Design Tools and Resources for 2026 – AI and Creative Picks","2026-01-27","Discover the top 12 web design tools for 2026 – from AI-powered builders to creative resources for designers.","상호작용 참고","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2026/01/28/webgpu-gommage-effect-dissolving-msdf-text-into-dust-and-petals-with-three-js-tsl/","WebGPU Gommage Effect: Dissolving MSDF Text into Dust and Petals with Three.js & TSL","2026-01-28","Build a Three.js WebGPU scene where MSDF text dissolves with a noise-driven TSL shader while synchronized dust and spinning petal particles burst out, finished with selective bloom using MRT.","공간 깊이","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2026/01/30/from-art-on-the-walls-to-motion-on-the-screen-daniele-buffas-approach-to-design/","From Art on the Walls to Motion on the Screen: Daniele Buffa’s Approach to Design","2026-01-30","From discovering design as a teenager to creating award-winning experiences, Daniele Buffa’s journey has been shaped by curiosity, craft, and a lifelong exposure to art.","모션","부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
"Codrops","https://tympanus.net/codrops/2026/02/02/building-a-scroll-revealed-webgl-gallery-with-gsap-three-js-astro-and-barba-js/","Building a Scroll-Revealed WebGL Gallery with GSAP, Three.js, Astro and Barba.js","2026-02-02","Learn how to build a multi-page WebGL image gallery with scroll-triggered shader reveals, smooth scrolling, and seamless page transitions using GSAP, Three.js, Astro, and Barba.js.","공간 깊이 / 마스크·레이어 / 캐러셀 / 모션","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2026/02/04/making-motion-behave-inside-vladyslav-penevs-production-ready-interaction-systems/","Making Motion Behave: Inside Vladyslav Penev’s Production-Ready Interaction Systems","2026-02-04","Vladyslav Penev shares how he builds production-ready motion and layout-driven 3D systems, where CSS, WebGL, and interaction behave as one.","공간 깊이 / 모션 / 건축·에디토리얼","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2026/02/08/motion-highlights-16/","Motion Highlights #16","2026-02-08","A fresh selection of UI animations and motion work from the creative community.","모션","부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
"Codrops","https://tympanus.net/codrops/2026/02/09/exo-ape-crafting-unforgettable-digital-journeys/","Exo Ape: Crafting Unforgettable Digital Journeys","2026-02-09","A studio story shaped by narrative, motion, and the belief that digital journeys should feel human.","모션","부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
"Codrops","https://tympanus.net/codrops/2026/02/10/building-an-endless-procedural-snake-with-three-js-and-webgl/","Building an Endless Procedural Snake with Three.js and WebGL","2026-02-10","A deep dive into building a GPU-enhanced procedural curve system in Three.js, where organic motion emerges from simple steering rules and endless Bézier paths.","공간 깊이 / 모션","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2026/02/13/1820-productions-minimal-design-maximal-motion/","1820 Productions: Minimal Design, Maximal Motion","2026-02-13","A detailed behind-the-build on turning a strict minimal brief into a high-end experience through rhythm, transitions, and micro-interactions.","모션","부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
"Codrops","https://tympanus.net/codrops/2026/02/16/inside-metalab-silicon-valleys-best-kept-design-secret/","Inside Metalab, Silicon Valley’s Best-Kept Design Secret","2026-02-16","You may not have known it at the time, but chances are you’ve probably used a product we’ve designed.","상호작용 참고","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2026/02/17/reactive-depth-building-a-scroll-driven-3d-image-tube-with-react-three-fiber/","Reactive Depth: Building a Scroll-Driven 3D Image Tube with React Three Fiber","2026-02-17","Build a scroll-driven, infinitely looping 3D image tube in React Three Fiber powered by shaders, inertia, and a unified motion system.","공간 깊이 / 모션","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2026/02/18/joffrey-spitzer-portfolio-a-minimalist-astro-gsap-build-with-reveals-flip-transitions-and-subtle-motion/","Joffrey Spitzer Portfolio: A Minimalist Astro + GSAP Build with Reveals, Flip Transitions and Subtle Motion","2026-02-18","Building a minimalist, smooth portfolio with Astro + GSAP: reveals, page transitions and subtle animations, crafted with restraint and precision.","마스크·레이어 / 모션 / 건축·에디토리얼","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2026/02/19/creating-a-smooth-horizontal-parallax-gallery-from-dom-to-webgl/","Creating a Smooth Horizontal Parallax Gallery: From DOM to WebGL","2026-02-19","Build a smooth horizontal parallax gallery in DOM/CSS/JS, then upgrade it to GPU-powered WebGL (Three.js) with shaders.","공간 깊이 / 캐러셀 / 모션","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2026/02/20/cinematic-presence-the-directors-cut-of-the-jason-bergh-experience/","Cinematic Presence: The Director’s Cut of the Jason Bergh Experience","2026-02-20","This is Brooklyn grit in a darkroom palette—italicized first letters, cream-toned “film stock” whites, and UI details pulled straight from the edge of a 35mm strip.","상호작용 참고","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2026/02/23/composite-rendering-the-brilliance-behind-inspiring-webgl-transitions/","Composite Rendering: The Brilliance Behind Inspiring WebGL Transitions","2026-02-23","Explore composite rendering in WebGL and how render targets power seamless transitions and advanced scene compositing.","공간 깊이 / 모션","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2026/02/24/from-flat-to-spatial-creating-a-3d-product-grid-with-react-three-fiber/","From Flat to Spatial: Creating a 3D Product Grid with React Three Fiber","2026-02-24","A practical walkthrough of building a curved 3D product grid with React Three Fiber and GLSL, covering shaders, animation, and performance.","공간 깊이 / 모션","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2026/02/25/reshaping-telha-clarkes-digital-home-from-wordmark-to-motion-system/","Reshaping Telha Clarke’s Digital Home from Wordmark to Motion System","2026-02-25","A behind-the-scenes look at balancing clean layouts and thoughtful motion for Telha Clarke’s new identity.","모션 / 건축·에디토리얼","부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
"Codrops","https://tympanus.net/codrops/2026/02/26/building-async-page-transitions-in-vanilla-javascript/","Building Async Page Transitions in Vanilla JavaScript","2026-02-26","Learn how to build a lightweight SPA router with true async crossfade page transitions using Vanilla JavaScript, GSAP, and Vite — no framework required.","모션","부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
"Codrops","https://tympanus.net/codrops/2026/02/27/gabriel-norman-from-gaming-culture-to-high-end-interactive-experiences/","Gabriel Norman: From Gaming Culture to High-End Interactive Experiences","2026-02-27","How gaming culture, typographic discipline, and a passion for motion design converged into a career building immersive digital experiences.","모션","부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
"Codrops","https://tympanus.net/codrops/2026/02/28/when-community-becomes-ui-building-the-website-for-the-first-three-js-conference/","When Community Becomes UI: Building the Website for the First Three.js Conference","2026-02-28","How Makio64 &#038; Hervé Studio designed threejs.paris , the website of the very first Three.js conference, to make every visitor part of the show!","공간 깊이","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2026/03/02/sticky-grid-scroll-building-a-scroll-driven-animated-grid/","Sticky Grid Scroll: Building a Scroll-Driven Animated Grid","2026-03-02","Learn how to build a structured scroll-driven image grid where movement unfolds progressively within a sticky layout.","모션 / 건축·에디토리얼","부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
"Codrops","https://tympanus.net/codrops/2026/03/03/the-lookback-a-digital-capsule-for-better-off-studios-creative-past/","The Lookback: A Digital Capsule for Better Off® Studio’s Creative Past","2026-03-03","How we designed and built a digital capsule for Better Off® Studio to document what shaped them into who they are today.","상호작용 참고","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2026/03/04/webgl-for-designers-creating-interactive-shader-driven-graphics-directly-in-the-browser/","WebGL for Designers: Creating Interactive, Shader-Driven Graphics Directly in the Browser","2026-03-04","A look at how Unicorn Studio brings the power of WebGL shaders to designers through a layer-based workflow, making it easier to create expressive, interactive graphics directly in the browser.","공간 깊이 / 마스크·레이어","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2026/03/05/inside-corentin-bernadous-portfolio-swiss-inspired-layouts-webgl-geometry-and-thoughtful-motion/","Inside Corentin Bernadou’s Portfolio: Swiss-Inspired Layouts, WebGL Geometry, and Thoughtful Motion","2026-03-05","An overview of how I redesigned my portfolio as a creative playground, blending editorial design, WebGL experiments, and thoughtful motion.","공간 깊이 / 모션 / 건축·에디토리얼","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2026/03/06/obys-the-small-studio-designing-big-digital-narratives/","Obys: The Small Studio Designing Big Digital Narratives","2026-03-06","An inside look at Obys and how a small team creates award-winning digital experiences through storytelling, structure, and intentional design.","상호작용 참고","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2026/03/09/building-a-scroll-reactive-3d-gallery-with-three-js-velocity-and-mood-based-backgrounds/","Building a Scroll-Reactive 3D Gallery with Three.js, Velocity, and Mood-Based Backgrounds","2026-03-09","A tutorial on building a scroll-driven WebGL gallery in Three.js with depth-layered images, palette-driven backgrounds, and motion that responds to scroll velocity.","공간 깊이 / 마스크·레이어 / 캐러셀 / 모션","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2026/03/11/svg-mask-transitions-on-scroll-with-gsap-and-scrolltrigger/","SVG Mask Transitions on Scroll with GSAP and ScrollTrigger","2026-03-11","In this tutorial, we’ll create four scroll-driven transitions that reveal fullscreen images using SVG masks, GSAP, and grid- and blind-based patterns.","마스크·레이어 / 모션","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2026/03/12/what-happens-when-you-cant-stop-creating-huy-nguyens-story-of-starting-his-own-studio/","What Happens When You Can’t Stop Creating: Huy Nguyen’s Story of Starting His Own Studio","2026-03-12","How I went from having no idea what to do with my life to dropping out of university and building a design studio in my twenties.","상호작용 참고","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2026/03/16/jonas-reymondins-portfolio-reclaiming-the-ui-eye-through-systems-code-and-pixel-motion/","Jonas Reymondin’s Portfolio: Reclaiming the UI Eye Through Systems, Code, and Pixel Motion","2026-03-16","A candid journey through the challenging process of defining my narrative as a creative who cares deeply about both design and engineering.","모션 / 건축·에디토리얼","부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
"Codrops","https://tympanus.net/codrops/2026/03/18/building-seamless-3d-transitions-with-webflow-gsap-and-three-js/","Building Seamless 3D Transitions with Webflow, GSAP, and Three.js","2026-03-18","Build a single, persistent Three.js scene in Webflow and drive smooth, GSAP-powered page transitions with Barba.js.","공간 깊이 / 모션","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2026/03/19/yeva-tykhonova-design-as-a-bridge-between-human-emotion-and-the-digital-world/","Yeva Tykhonova: Design as a Bridge Between Human Emotion and the Digital World","2026-03-19","Because behind every interface is a real person, and behind every interaction is a feeling.","모션","부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
"Codrops","https://tympanus.net/codrops/2026/03/20/jackie-zhangs-portfolio-from-chasing-references-to-finding-direction/","Jackie Zhang’s Portfolio: From Chasing References to Finding Direction","2026-03-20","How I stopped chasing references and built a portfolio that actually feels like me.","건축·에디토리얼","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2026/03/23/building-a-dual-scene-fluid-x-ray-reveal-effect-in-three-js/","Building a Dual-Scene Fluid X-Ray Reveal Effect in Three.js","2026-03-23","Learn how to use Three.js to blend two scenes with a fluid simulation, creating a smooth, dynamic reveal effect.","공간 깊이 / 마스크·레이어","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2026/03/24/digital-craft-wild-soul-building-san-ritas-topographic-web-experience/","Digital Craft, Wild Soul: Building San Rita’s Topographic Web Experience","2026-03-24","Designed as a digital landscape to explore, San Rita’s portfolio combines 3D terrain, vintage map textures, and immersive motion with a strong sense of place.","공간 깊이 / 모션 / 건축·에디토리얼","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
"Codrops","https://tympanus.net/codrops/2026/03/25/from-web-ui-to-game-ui-how-gaming-creativity-reshaped-maria-vargas-career/","From Web UI to Game UI: How Gaming & Creativity Reshaped María Vargas’ Career","2026-03-25","After a decade designing websites, María Vargas shares how gaming unexpectedly became the next chapter of her career.","상호작용 참고","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2026/03/27/pell-mell-crafting-a-visual-exploration-platform-with-editorial-rhythm/","Pell Mell: Crafting a Visual Exploration Platform with Editorial Rhythm","2026-03-27","A refined case study on how Pell Mell reimagines creative discovery through immersive scrolling, restrained interactions, editorial-inspired design, and a performance-conscious visual system.","모션 / 건축·에디토리얼","부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
"Codrops","https://tympanus.net/codrops/2026/03/29/motion-highlights-17/","Motion Highlights #17","2026-03-29","From fluid simulations to bold microinteractions, this edition showcases vibrant animation and visual storytelling from across the creative web.","모션","부분 채택: 3상태 순환·전환 타이밍 참고, 과도한 장식 모션은 배제"
"Codrops","https://tympanus.net/codrops/2026/03/30/where-confidence-needs-no-decoration-the-malvah-studio-story/","Where Confidence Needs No Decoration: The Malvah.Studio Story","2026-03-30","A look at how Malvah.Studio creates distinctive brand experiences for businesses looking beyond the ordinary.","상호작용 참고","보조 참고: 구조·간격만 검토하고 시각 스타일은 직접 전용하지 않음"
"Codrops","https://tympanus.net/codrops/2026/03/31/arnaud-roccas-portfolio-from-a-gsap-powered-motion-system-to-fluid-webgl/","Arnaud Rocca’s Portfolio: From a GSAP-Powered Motion System to Fluid WebGL","2026-03-31","An exploration of how reusable GSAP animations, custom text transitions, and fluid WebGL interactions shape a distinctive portfolio experience.","공간 깊이 / 모션 / 건축·에디토리얼","채택: 단일 소실점, 후면-콘텐츠-전면 마스크 순서 검증에 사용"
